folder_name,is_library
create-product,0
configuration-25,0
tools74,0
upload-ar,1
info-modal,1
query-store,1
sutra23,1
deploy-config,0
edge-filter-cli,1
jquery-3.x,1
vectorsql,1
uni-index,1
frequencypy,1
scroll-sql,1
assets_28,0
xml_js,1
cellcli,1
.venv/lib/unittest,1
stream-pool,1
api-permission,1
htdocs-68,0
turbo-user-stream,1
resource_86,0
ts-zinc,1
error-pipe,1
feature_tool_6,0
swift-vertex-peak,1
datalist,1
multiparty,1
multi_backup,1
company-feature-829,0
siliconsdk,1
callbackrest,1
global_init,0
old-client-27,0
php-color,1
magic-tome,1
easyreplica,1
flux_proton,1
codex_atlas,1
cosmic-ruby-er,1
home-bugfix-586,0
ai,0
tools_61,0
gtk-3.x,1
zone-js-2.x,1
guides48,0
nodelist,1
nitrobeacon,1
httppool,1
neoencode,1
oracle-tcp,1
free-neutron-packet,1
tsproduct,1
our-tracker,0
input-stream,1
lib-stream,1
module_init_43,0
search_er,1
stripe,1
tests-83,0
@graph/sdk,1
static88,0
minitext,1
formor,1
.cabal,1
njj-oqf,0
page-hotfix-955,0
transition_ify,1
color-or,1
wwwroot-79,0
examples53,0
new-service-14,0
multi_csv,1
example_29,0
callbackjwt,1
needle-v8,1
doc-80,0
sources_9,0
gridorm,1
sample_53,0
ewjyeq-efvg,0
@gateway/channel,1
exception-or,1
@vercel/server,1
examples_58,0
scripts61,0
hyper-paginate,1
python-json-logger-1.x,1
ultra-compress,1
mallet-4.x,1
main88,0
private-bugfix-464,0
.eclipse,0
prod-scanner-52,0
events,0
nano-request,1
storm_brush,1
textpool,1
apiproduct,1
@neutron/ify,1
sapphire-diamond-jwt,1
chart-log,1
shared_checker_22,0
widget-server,0
@summit/rest,1
configuration21,0
blitz_graph,1
local-bugfix-18,0
exceptionsocket,1
schedulegateway,1
sources56,0
settings79,0
auto-cart,1
open-genome-compass,1
payment-init,0
e2e_72,0
guides-86,0
dev_option,1
local_core,0
employee_monitor,0
tests-80,0
res-69,0
nx-v2,1
@graphql-tools/shared,1
new-backend-57,0
lighthouse-cipher-ring,1
index_stub,1
utilities11,0
quicknonce,1
holoviews,1
local_platform_1,0
image-size,1
my_docs,0
team_monitor,0
hook-metrics,1
team_wiki_16,0
grid_model,1
anvil_diamond,1
database_py,1
digest-log,1
@salt/model,1
mantra.ise,1
guides20,0
file-sdk,1
data-27,0
@smithy/ec2,1
quark.lib,1
@sparrow/or,1
libthread,1
ihjr-tzebwyp,0
semaphore3,1
swift-color,1
fast-color,1
settings18,0
replica93,1
test44,0
calendar_monitor,1
proton96,1
jmespath-4.x,1
rq-2.x,1
gtxmmtsj-vjpl,0
vdgmzii-kpkqxy,0
conf_18,0
core-api,0
freecobalt,1
crypto-js,1
lib/python3.9/storybook,1
old-setup-6,0
buttonqueue,1
main74,0
husky@14.4.88,1
py-http-cipher,1
tablepool,1
session_tester,0
db_70,0
pck-ocxdo,0
database-64,0
open-chisel,1
tiktoken-3.x,1
nanosapphire,1
lionstore,1
test-tool-52,0
filtervalidator,1
dcmtk-v9,1
setting_ise,1
src_4,0
grid-gui,1
ohzxwxxt-peei,0
bridge-matrix-log,1
quantum27,1
rvfmqn-lub,0
phpeagle,1
configuration33,0
payment-mail,1
mini-lion,1
textws,1
swift-input,1
flatbuffers@15.28.67,1
local_handler_43,0
app_creator,0
blitz-silicon-swift,1
vendor/fastjsonschema,1
syncio,1
nightwatch3,1
partner-tracker,0
my-editor-35,0
site-packages/webpack-dev-server,1
saltrouter,1
lxie-rubcm,0
result-jwt,1
goose5,1
hook_channel,1
node76,1
filter-parser,1
vendor/reportlab,1
dept_manager_13,0
worker-test,1
static-48,0
super_stream,1
lib/python3.10/yazl,1
php_audio_compiler,1
role_assistant,0
system-bugfix-635,0
gycjcga-wbkuvo,0
nw-js@1.20.77,1
forge-lexer,1
dialog_ify,1
file-transformr,0
res_49,0
test-platform-78,0
stencil-v10,1
gems/prettytable,1
component-viewer,0
yit-ktbcvrp,0
audiospy,1
static_2,0
message_tester,0
app_builder,0
@google-cloud/factory,1
vendor/pycryptodome,1
spec-1,0
redux-v5,1
app_platform_38,0
global_init_23,0
animationmock,1
org_checker_50,0
edge_index,1
packages/docopt,1
configs_71,0
flux-binary,1
@vertex/metrics,1
swift-schedule,1
app_backend_17,0
promise_grpc,1
samples71,0
global-monitor,0
onl-pxbwal,0
gems/firebase,1
scripts-22,0
guides-70,0
component_monitor_5,0
fluxlib,1
kiwisolver3,1
prost-v5,1
hyper_stream,1
magicdata,1
paymentapi,1
img-temp,0
micro-promise,1
docs57,0
swift-formatter,1
@dnd-kit/provider,1
vendor_wiki,0
karma-beam-orm,1
settings93,0
lib/python3.11/through2,1
proto-neural,1
org_worker_14,0
conda-v2,1
edge_transform,1
query_queue,1
tutorials_32,0
lib/python3.10/backoff,1
sparrow-http,1
div_handler,0
response_buffer,1
hub_sutra,1
swift-ssh,1
core-release-396,0
sources_98,0
filter_validator,1
inputstub,1
tutorials_38,0
tokenjs,1
main_docs_45,0
magicpixel,1
py-beacon,1
wrenchsso,1
edge-role,1
cross-panel-tui,1
frequencypool,1
@fortawesome/vue,1
retinaimap,1
retina23,1
webroot-74,0
local_handler_41,0
token_queue,1
sdmqgl-dme,0
dateimap,1
edge-list,1
spark_amplitude,1
webroot_83,0
cardpy,1
edge_transition,1
turbo_badge,1
uniaudio,1
sortapi,1
magic-amplitude-quantum,1
protononce,1
infocard,1
system_checker_13,0
lion.kit,1
poly_panel,1
app_worker_17,0
cart-gateway,1
internal-sprint-606,0
monitororm,1
the-scanner,0
the-worker-5,0
node_modules/pixi-js,1
list_api,1
poly_backup,1
my-manual-96,0
vpvpi-ueg,0
qrxtemwd-mokpr,0
cross_compress,1
component_worker_6,0
sep-2025-patch,0
wiki_32,0
token-setup,0
web-alert,1
res-backup,0
vendor/core-js,1
coretable,1
@photon/cli,1
site-packages/underscore,1
sample-33,0
json-udp,1
collectorlog,1
utilities_26,0
invoicelexer,1
product-handler,0
filter_er,1
superradar,1
badgemock,1
cleverstream,1
timerstore,1
guides76,0
replicarest,1
umaivzm-zvlqduc,0
java_option,1
@angular/linter,1
cobalt-eagle-formatter,1
dev_user,1
data-schema,1
test2,0
electron_molecule,1
cross-card,1
fluxswift,1
pycolor,1
data-toast,1
rdkit,1
script_11,0
prefect,1
button_lib,1
www-97,0
local_processor_49,0
beacon84,1
coresensor,1
openalert,1
dev-helper-26,0
thundermock,1
doc_96,0
testing_79,0
form_orm,1
atom-ar,1
dig-1.x,1
go-redis-3.x,1
private-bugfix-675,0
chart_ise,1
net_index,1
product-db,1
proto-slice-signal,1
search-tcp,1
jobsocket,1
naey-gbw,0
@prisma/dynamodb,1
org-cleanup-443,0
panel,1
lightningbuffer,1
local_backend_7,0
resource_66,0
proto-setting,1
old-dashboard-20,0
cross-worker-auth,1
token-queue,1
gateway.ws,1
turbo-permission,1
main-6,0
panelio,1
@tiger/crypto,1
bear_enzyme,1
net_plot,1
env-test,1
our-config-94,0
collectorpipe,1
neo-event,1
lib/python3.10/paypal-rest-sdk,1
testing-71,0
gotable,1
global_platform_21,0
hibernate@17.3.40,1
.venv/lib/jiter,1
productise,1
ts-probe-mantra,1
org_manager,0
meta-summit-edge,1
multi-grid-formatter,1
journal,0
open-animation,1
@connectrpc/angular,1
.venv/lib/pre-commit,1
@remix-run/express,1
cloudssh,1
callback_mock,1
webroot_90,0
codepartition,1
src_38,0
packages/requests-toolbelt,1
megagraph,1
upn-ehxubkhh,0
cbok-mqztib,0
sample_20,0
order-init,0
emerald_peak,1
res-4,0
gateway-panther-rest,1
polyprana,1
errorrest,1
screen-refactor-479,0
ultratransition,1
scripts_98,0
cell-wrench-pool,1
fonts-draft,0
unibinary,1
configuration_26,0
socketjs,1
cloud-hook,1
project_viewer_26,0
documentation_93,0
mega-token,1
payment-handler,0
role-manager,0
super_transition,1
cobalt_monitor,1
site-packages/cuid,1
audio-imap,1
tablelib,1
team-bugfix-223,0
input_proxy,1
kthub,1
helpers-82,0
old-utility-44,0
php-card,1
php-transition,1
exceptionpipe,1
mini_image,1
report-migrater,0
webcrystal,1
lib/python3.9/editables,1
ztnrjv-mymvrdd,0
@emitter/validator,1
proto_string,1
openbadge,1
lib/python3.10/grpc,1
swift-html,1
global-assistant,0
home_service_9,0
tiny_paginate,1
query-lexer,1
app_server_48,0
db_14,0
dec-2025-update,0
audiosocket,1
swift-csv-ise,1
xcfbxwvu-oftdu,0
@ant-design/angular,1
worker_stream,1
database-socket,1
@relay/spy,1
@dnd-kit/runtime,1
proto_hook,1
turbo-yaml,1
badge-lexer,1
sort_queue,1
nebula-slice-ify,1
netimage,1
document_app,0
test_23,0
screen_service_31,0
@bufbuild/vitest,1
proto-silicon,1
alert_jwt,1
team_assistant_35,0
ts-xml-spy,1
cloud-database-orm,1
search-task,0
global-setup,0
www5,0
net-order-proxy,1
bridgepipe,1
wnkjfcz-fryk,0
databasegui,1
info_timer,1
index_model,1
go-plot,1
dev-tool-55,0
rb-toast-ify,1
request-ring,1
cloud-cobalt-pixel,1
dialog_jwt,1
html-crypto,1
component_api,0
htdocs76,0
freetransition,1
dev-creator-59,0
group_analyzer_46,0
ftp_parser,1
neoencrypt,1
treehash,1
mantra_gateway,1
worker_udp,1
smart-gradient,1
uvicorn,1
processauth,1
resultmonitor,1
wwwroot_18,0
conf59,0
sort-gateway,1
@dnd-kit/express,1
gradient-gateway,1
alert_api,1
database-61,0
swifttree,1
lion-log,1
utilities-17,0
source71,0
@tanstack/sqs,1
tablet,0
samples_22,0
@reduxjs/react,1
ozzo-validation-1.x,1
info-stream,1
@vercel/parser,1
corecart,1
ktcolor,1
xscdxy-ciananzi,0
configuration_23,0
old-creator-53,0
@azure/vue,1
map_or,1
dialogvalidator,1
dev-helper-48,0
signal_socket,1
group_manual_39,0
base_user,1
page_portal,0
thread-crypto,1
reqwest5,1
cipher.parser,1
@enzyme/spy,1
core_desktop_23,0
icons-old,0
ultra-sort,1
tutorials91,0
core-backup,1
gateway-cli,1
team_manager_3,0
easyworker,1
delete-log,0
animation_or,1
my_portal,0
jersey-client4,1
go/pkg/mod/celery,1
node-text,1
wiki22,0
scripts_77,0
observercache,1
notify_schema,1
document-processor,0
voxel-mail,1
etpjhjwl-ljlyjdn,0
spec_26,0
frequency.er,1
customer_validater,0
screen_scanner,0
yaml_metrics,1
certifi@6.26.32,1
errorpy,1
source_95,0
www34,0
edgereplica,1
configs59,0
@quantum/orm,1
forge-orm,1
www-83,0
lib/python3.10/serve-handler,1
jan-2022-patch,0
wwwroot-32,0
promise-socket,1
animationar,1
res-15,0
cursor-ring,1
order-ring,1
parammock,1
crossplane-v9,1
data32,0
dev-env,1
packages/idna,1
flux_thread_cli,1
timerws,1
utilities52,0
table_orm,1
demos_38,0
web5,0
datemodel,1
data_47,0
scripts_90,0
bbhhulz-dkhwyl,0
easy_dns,1
site-packages/python-dotenv,1
nebula-enzyme-ify,1
doc_31,0
xml_sso,1
private-worker,0
@bridge/channel,1
smarttext,1
query_lib,1
modalstore,1
node_modules/exceljs,1
go_role,1
prod-core-43,0
cache-deployr,0
docs_73,0
source15,0
canvas_salt,1
blitz-bridge,1
config-96,0
base_tree_crypto,1
timer_orm,1
application86,0
configuration35,0
public63,0
web_43,0
prod-desktop-3,0
databasesdk,1
openapi-spec-validator-v9,1
java-matrix-cell,1
auto_cursor_api,1
proxies,0
socket-io-client4,1
easy-time,1
screen-feature-209,0
http-lib,1
@grpc/sns,1
kt_transform,1
demos-5,0
joda-time-3.x,1
@emotion/client,1
testing71,0
staging-editor-5,0
analytics-engine,0
global_desktop_25,0
stream_js,1
pixel-udp,1
dnsmetrics,1
mantra.oauth,1
pod-omega,0
backuptrace,1
tensor34,1
event_imap,1
easy_promise,1
cloud_data,1
custom-hotfix-641,0
my-bugfix-735,0
xmlpool,1
run-file,0
samples31,0
multi-molecule,1
trax,1
meta_stream,1
tarpc-4.x,1
genome-lexer,1
pyworker,1
examples51,0
lightning-gui,1
permission_ize,1
scripts31,0
et-xmlfile2,1
jul-2021-milestone,0
test-designer-88,0
my-scanner,0
opencl5,1
blaze-vertex-orm,1
static-90,0
tiny-probe,1
private_core_6,0
invoice_filterr,0
item-worker,0
compressmail,1
tinytimer,1
netcompress,1
api_order,1
edge_graph,1
schedulemetrics,1
dept-cleanup-625,0
swift-gui,1
site-packages/superagent,1
zenith32,1
guides-93,0
jsdiamond,1
@digest/ify,1
go/pkg/mod/flask-cors,1
the-mobile-76,0
cart-rpc,1
dialog_parser,1
dev-dashboard-32,0
node_thread,1
lib/python3.10/alive-progress,1
meta-pixel,1
main_assistant_15,0
scripts43,0
data_engine,0
@types/middleware,1
super_encrypt_rest,1
bsowpioe-rjsu,0
mhivtwqo-lxpi,0
helpers36,0
@typescript-eslint/vue,1
alertcli,1
encrypt_compiler,1
html_ws,1
librequest,1
slack-sdk@2.11.92,1
table-orm,1
ultra-blaze,1
netencrypt,1
crew-gamma,0
configs-11,0
db-30,0
smart_html,1
@tanstack/auth,1
basedatabase,1
wiki49,0
open_filter,1
configs_33,0
@emerald/crypto,1
assertj,1
llgpnub-lwyyns,0
base_app,0
crossjob,1
summit-socket,1
simple-monitor-segment,1
tools_78,0
@signal/pipe,1
chart-gateway,1
asset-57,0
crossvideo,1
clever-result,1
www97,0
lib/python3.9/nltk,1
httpx@4.15.17,1
audiolib,1
data-enzyme,1
the-handler-67,0
gjsxmhrv-ekfmcvxt,0
payment_udp,1
videooauth,1
base-scroll,1
nitro_thread,1
dnssql,1
data-launcher,0
http_ar,1
the_analyzer_14,0
tree_monitor,1
private_processor,0
tutorials_10,0
mantra.cache,1
tokenrest,1
prod-server-96,0
cerberus,1
component_guide_7,0
web-15,0
tiny_encode,1
vendor/bunyan,1
htdocs-94,0
sync_or,1
confluent-kafka3,1
edge.trace,1
hook-sql,1
apistring,1
edge-electron,1
coreanimation,1
@apollo/lambda,1
lib/python3.10/gevent,1
memory-profiler,1
sweetalert2,1
chartkit,1
query-io,1
tiny_http,1
staging-tester-44,0
nanostream,1
data-mock,1
session_api,1
script26,0
zinc.compiler,1
cursor_cli,1
lnc-qsfhj,0
meta-zen,1
prod-creator-90,0
dept_dashboard,0
e2e-80,0
upload_cache,1
edgetext,1
schedule-auth,1
imagejwt,1
asset_73,0
@jest/formatter,1
internal_worker_24,0
frost.lexer,1
cart_tcp,1
the_manual_48,0
xcztkryz-rivsagc,0
lib/python3.11/distro,1
simplerole,1
cell56,1
configs_7,0
corp-release-499,0
rbresult,1
app_18,0
network-lib,1
index-socket,1
suqzrso-cqgyfja,0
document-importr,0
fastexception,1
mega-callback,1
demos_36,0
org_creator_7,0
settings-34,0
unipermission,1
time-gateway,1
@bufbuild/svelte,1
sample2,0
sample_19,0
codeanimation,1
payment_oauth,1
google-cloud-firestore@11.18.58,1
auto-anvil-proton,1
dept_creator_41,0
config-mail,1
xjuiym-amstu,0
string_formatter,1
transition_lib,1
mesh.smtp,1
spring-integration5,1
staging-worker-14,0
get_orders,0
corelist,1
rbevent,1
riichx-qybsgkh,0
rb-video-api,1
leaflet@12.3.55,1
sample6,0
mini_worker,1
libconfig,1
partitionorm,1
wiki_65,0
multi-sync,1
spark-sapphire-gateway,1
optionsql,1
local_helper_32,0
tools92,0
nano-notify,1
lib/python3.9/keyring,1
team-feature-187,0
@retina/queue,1
signal-auth,1
the_processor_41,0
arc.io,1
jdbi,1
dns-imap,1
@types/formatter,1
component_worker_18,0
src-86,0
core_docs,0
tree_io,1
@radix-ui/preset,1
config98,0
admin-sprint-867,0
account-migrater,0
mongo-driver,1
webroot_2,0
alive-progress,1
flux-config,1
tests65,0
core-job,1
examples-86,0
metadatabase,1
web_color,1
orderauth,1
memory-profiler-v3,1
simple_dns,1
proto_signal,1
webroot29,0
team-sprint-440,0
project-bugfix-234,0
test-checker-75,0
asset1,0
sensorimap,1
document-listr,0
nonce_panther,1
gems/watchdog,1
calendar_proxy,1
toastr-v3,1
hyper-salt-nonce,1
js-task-stream,1
cosmic-lion-pipe,1
the-monitor-33,0
lib/python3.10/pyarrow,1
eventproxy,1
responserest,1
locales,0
my-core-56,0
pdfbox-2.x,1
spec15,0
peak_wave,1
net_cart,1
@headlessui/plugin,1
partitionpipe,1
old-mobile-20,0
mjgtmkse-jxfowfuv,0
fluxemerald,1
productformatter,1
resultparser,1
vcgzlr-gubid,0
fekabpma-vafywzf,0
thiserror-v3,1
component-release-318,0
supervideo,1
shared_desktop,0
staging-server-39,0
static-v2,0
molecule-chunk-router,1
team_wiki,0
our_helper,0
meta_color,1
ftpui,1
ftptui,1
electron91,1
site-packages/cryptography,1
application_95,0
docs_22,0
multi_role,1
multi-schedule,1
segment-node-mail,1
process_stream,1
@zen/imap,1
event_store,1
global-refactor-232,0
@slice/ify,1
htdocs_89,0
peak83,1
info-sutra,1
smartphoton,1
rb-partition,1
scripts_65,0
cloud_user,1
ukxxtwk-yzoi,0
tqkzsg-aee,0
node_map,1
sketch.auth,1
spec-76,0
config-store,1
scripts1,0
rqad-xessl,0
cross-video,1
open_search,1
userrest,1
data-collector,1
code-quantum,1
arc93,1
micro-retina-genome,1
cursor_ar,1
transform-gateway,1
lightningify,1
ktsetting,1
lib/python3.11/jupyterlab,1
corp-release-433,0
sample66,0
conf_91,0
@mantine/common,1
optionstub,1
dns_store,1
create-record,0
org_platform,0
payment_setr,0
uni-button,1
@nebula/gateway,1
ultramolecule,1
auto_string_sdk,1
rs_gradient,1
panel-ify,1
csv-ar,1
modalws,1
rsgraph,1
order-worker,0
dataquery,1
segment.gui,1
peak30,1
superedge,1
demos80,0
core_setup_3,0
open-emerald-nonce,1
application83,0
config-79,0
lib/python3.10/pycryptodome,1
sample22,0
lodash-v8,1
tjbvdr-ixwdmuu,0
core-creator,0
sgl-uyw,0
data-setr,0
sync_report,0
quark.ar,1
code_invoice,1
@eagle/io,1
my-core-71,0
dropwizard-metrics2,1
testing83,0
filter_account,0
web77,0
socketsso,1
assets10,0
dept_builder_19,0
schedule-js,1
main_22,0
magic_html,1
corp_scanner,0
kt-graph,1
admin_app_2,0
text_tui,1
.venv/lib/parcel,1
webroot37,0
brush-cosmic-py,1
product_compiler,1
db_57,0
database_90,0
report_guide,0
phpform,1
cardrpc,1
asm,1
sutra-sql,1
blitzstring,1
.venv/lib/cordova,1
utilities_98,0
mini-exception,1
user-refactor-920,0
rrrttwz-qwhbjaxn,0
zdv-mbuieav,0
magic-zen-vertex,1
docs-38,0
exceptionschema,1
example27,0
example95,0
uni-sparrow-gateway,1
webencodings@17.23.64,1
turbo_user,1
ssh-mail,1
swift-gateway-zen,1
observer-sdk,1
error-parser,1
asset-77,0
swift-index,1
uni_list,1
www-52,0
beacon79,1
notifyhttp,1
tinyradar,1
material-ui,1
invoicepipe,1
asset-backup,0
prod-creator-21,0
go/pkg/mod/firebase-admin,1
@grpc/koa,1
sample73,0
assertj@15.23.28,1
zinc-imap,1
qzzrxnx-lbryq,0
page_dashboard_20,0
@scanner/metrics,1
terraform-v3,1
pzhzorfr-lwlpmxm,0
packages/pygments,1
token_tcp,1
team_guide_22,0
sortsmtp,1
searchring,1
pixel_stellar,1
syncproxy,1
spec_57,0
signal.auth,1
compressio,1
apitensor,1
turbo-tensor-salt,1
protofile,1
pixel90,1
binarylexer,1
our_config,0
gradient-er,1
wefysk-wmbmnql,0
async-timeout-3.x,1
data83,0
app_44,0
task_schema,1
gridapi,1
bearhash,1
lib/python3.9/typing-inspect,1
lib-task,1
edge-quantum-canvas,1
edge_option,1
smart-chart,1
eagle_apex,1
database-81,0
hyper-timer,1
stream-ify,1
coredns,1
docs-6,0
text-channel,1
wsproto-v1,1
demos-49,0
examples_14,0
shared-web,0
oraclepy,1
structlog-4.x,1
sensor-nebula-buffer,1
downloadchannel,1
corp-analyzer,0
salt-tiger-cache,1
workerws,1
private-refactor-882,0
configuration-80,0
buttonsocket,1
mini-bolt-photon,1
mglk-aiqmlp,0
configs_15,0
core-release-335,0
www_88,0
specs-47,0
demos65,0
animationparser,1
clnip-scvtzpw,0
titanium-http,1
hub.http,1
tests_34,0
utilities86,0
node_search,1
crossplane@3.21.89,1
test-desktop-58,0
webpack-cli-4.x,1
prod-helper-31,0
auto-ftp,1
test-portal-36,0
dtilmigb-ddsbpvza,0
megaorder,1
option-pool,1
my-bugfix-347,0
base-hotfix-563,0
panelorm,1
realize2,1
event_launcher,0
ts_paginate,1
plot_mock,1
item-helper,0
htdocs-87,0
team_runr,0
staging-tracker-91,0
sample_77,0
site-packages/relay,1
turbodatabase,1
tiny-text-proxy,1
jul-2021-patch,0
custom-assistant,0
button-store,1
chromatic,0
flux_exception,1
nitrobadge,1
encode-parser,1
php_invoice,1
colorama-v1,1
page_monitor,0
libpanel,1
search_py,1
superjson,1
miniencrypt,1
dns_test,1
subscription_deleter,0
grimoirear,1
klras-xvww,0
multi-time-channel,1
prod-manual-66,0
omniprocess,1
@nestjs/functions,1
go_transform,1
hyper-yaml,1
gems/portalocker,1
vtffufsf-pzxs,0
home-sprint-854,0
timer_stream,1
toasttest,1
lib/python3.10/scipy,1
index-stub,1
alert_oauth,1
go/pkg/mod/databricks-sql-connector,1
vhuf-ruxob,0
kt-cursor,1
audio_lexer,1
order_auth,1
typing-inspect,1
java-input,1
cghaujq-jwpvpnba,0
notify_js,1
alive-progress-4.x,1
database-3,0
param-lib,1
event-setr,0
corp_frontend,0
user_analyzer_31,0
e2e_42,0
observer_frequency,1
e2e-31,0
ts_string,1
project-api,0
inputtest,1
@angular/vite,1
jun-2021-release,0
hammer89,1
probe.mock,1
processws,1
lib/python3.11/pulumi,1
ktstorm,1
micropulsar,1
testing_76,0
react-dom,1
javascript-copy,0
tiger-trace,1
owemd-eilfz,0
indexhash,1
base_button,1
oraclemonitor,1
swift_transform,1
blitztime,1
mesh-partition-model,1
color_compiler,1
prod-tester-77,0
query-ize,1
the-release-262,0
cloud_alert,1
network-gateway,1
sockettest,1
data-server,0
upload-mock,1
mesh-electron-cli,1
form-rpc,1
watchman-v8,1
meta-scroll-replica,1
web96,0
the-api-39,0
textual-v6,1
rpds-py@20.25.51,1
infobinary,1
base-payment,1
panel-test,1
jackson-core-v3,1
order-udp,1
collector53,1
bbvkgbtr-hchchb,0
settings-84,0
threadapi,1
uni-json,1
mini-config,1
samples_16,0
free-callback-stream,1
html_gateway,1
frequencymail,1
the_config_39,0
cloud-panther,1
cloudbear,1
docs-18,0
mega-env,1
e2e-30,0
poly_dns,1
team_service_6,0
our-hotfix-200,0
@probe/js,1
signal55,1
paramiko-v3,1
old-engine-19,0
hub-ui,1
wolf-imap,1
lint-staged@6.1.9,1
lib-process,1
settings66,0
kch-cfbzka,0
panther-orm,1
chisel97,1
fast-replica,1
docs42,0
cursor_io,1
blitz-signal-compass,1
system_handler_7,0
htmlrest,1
system_portal_10,0
core_response_compiler,1
bolt.grpc,1
source-25,0
lib/python3.11/tzlocal,1
our_designer_8,0
packages/prometheus-client,1
metaform,1
ramda-v9,1
dnsstream,1
pls-oppok,0
event_ring,1
our_wiki_24,0
edge-card,1
errorkit,1
hhpr-imynxz,0
file_gui,1
omni_job,1
packethash,1
super_payment_compiler,1
hook-test,1
capistrano,1
kgyjkekt-yln,0
hub_amplitude,1
main8,0
subscription_setr,0
isort,1
detector-monitor,1
free_job,1
widget-analyzer,0
protoinvoice,1
oub-zleual,0
core-wave-vertex,1
sync_customer,0
chart_trace,1
spectrum.db,1
javaencrypt,1
worker_db,1
simple-exception,1
yaml-test,1
chunk-smtp,1
node_tiger,1
configs34,0
clever_error,1
tiger-grimoire-channel,1
salt-ize,1
lib/python3.10/decorator,1
api-shard,1
find-item,0
core-refactor-670,0
old-server-60,0
table-rpc,1
src15,0
@vue/jest,1
neosensor,1
shared_api,0
@zinc/sdk,1
doctest3,1
@aws-sdk/server,1
@stellar/log,1
promiseimap,1
colorkit,1
sinon-4.x,1
dotenv-4.x,1
tempfile-4.x,1
emitter-panther-trace,1
ordersso,1
multisketch,1
transaction_filterr,0
megaxml,1
tzdata-v2,1
js-sapphire,1
nano-http,1
api-digest-matrix,1
org-backend,0
res_62,0
demo-19,0
my-helper-89,0
public-49,0
job_gateway,1
resultpy,1
libimage,1
the-dashboard-14,0
noncecache,1
sort_gateway,1
multiparty5,1
@amplitude/py,1
message_platform,0
response_kit,1
blitz_database,1
thread_pool,1
php-html,1
omni-session,1
quick-ruby,1
nitro-payment,1
@trpc/koa,1
token_rest,1
conf_39,0
reactor-v4,1
swift.socket,1
openreplica,1
core_designer,0
utils_91,0
src_2,0
hub.ar,1
smart-backup,1
param-formatter,1
sdd-toolrzx,0
vendor-backend,0
easy-retina,1
webflux,1
certifi@2.29.98,1
hyper-sort-kit,1
flux-data,1
widget-cleanup-298,0
mini-diamond,1
fast_csv,1
compasschannel,1
global_setup,0
socket_schema,1
kt-atlas,1
open_user,1
user-refactor-979,0
string_cli,1
nano-detector,1
filepond@16.15.53,1
data-ize,1
screen_editor_26,0
transformtrace,1
gems/oauthlib,1
user-release-808,0
paymentpy,1
dww-grkawnd,0
internal-hotfix-616,0
base-cleanup-4,0
stellar-tensor-sso,1
stringcompiler,1
apex-monitor,1
backup-io,1
the_viewer_22,0
flux-quantum,1
system_web,0
www-92,0
button_pool,1
node_modules/concat-stream,1
cartcache,1
old-mobile-52,0
code-badge,1
component-bugfix-987,0
swift_socket_cli,1
my_platform_27,0
widget_app_45,0
@oracle/schema,1
the_platform_18,0
crystal-falcon-ui,1
sample-14,0
net-spectrum-carbon,1
html_orm,1
imijf-clwqest,0
@vitejs/node,1
transform_grpc,1
file-grpc,1
get-session,0
spec_87,0
quick_job_validator,1
node_modules/psycopg2-binary,1
poly_xml,1
@tanstack/mocha,1
tiny-table,1
kt_dns,1
nanoenzyme,1
molecule.crypto,1
brunch-v8,1
hook-gui,1
npetzpkt-deloiss,0
optionring,1
wiki_80,0
sketchproxy,1
uni-animation,1
test-88,0
mmdtqe-haaz,0
go/pkg/mod/alive-progress,1
result_py,1
network_cache,1
public82,0
record_runr,0
fastnetwork,1
param-gateway,1
storm@19.8.32,1
@spark/ws,1
mini_time,1
setting_monitor,1
hyper_network,1
csv-or,1
webroot81,0
csvsql,1
main-release-834,0
video_spy,1
xylwpe-czjxtemo,0
api-socket,1
task-smtp,1
dvfbqkeh-apzn,0
table_rpc,1
form-auth,1
validator@8.19.34,1
clever_param_test,1
payment-getr,0
wiki_26,0
flux_param,1
prod-viewer-47,0
module-refactor-772,0
partitionmail,1
source79,0
page_client_40,0
uploadrouter,1
signal.store,1
matrix-ify,1
core_env,1
go/pkg/mod/selenium-webdriver,1
wiki-42,0
tests15,0
chart-er,1
json_gateway,1
@frequency/rest,1
widget-bugfix-193,0
wiki_93,0
processvalidator,1
uploadcli,1
widget-viewer,0
transform_kit,1
company_config_9,0
dialogrpc,1
request-stream,1
toast-cli,1
nitrocolor,1
site-packages/google-resumable-media,1
dataimap,1
gbmb-wwqgiwt,0
task-getr,0
through23,1
azoonj-cpr,0
dnsbuffer,1
system-hotfix-618,0
setting-metrics,1
my-processor-69,0
ftp-proxy,1
fast-upload,1
e2e_85,0
job-rpc,1
application35,0
database-30,0
our-worker-18,0
six@11.12.78,1
.venv/lib/croniter,1
admin_checker,0
order_stream,1
spec-38,0
goquery@4.30.43,1
log-creator,0
gems/mistune,1
@mui/server,1
magiccursor,1
open_data,1
uni-table,1
asset60,0
easysapphire,1
samples86,0
widget-processor,0
micro-event,1
workerify,1
nano-role,1
custom_handler_36,0
invoice-parser,1
sample_49,0
magicmodal,1
vmvj-sepnc,0
slog-v10,1
@tiger/parser,1
www-55,0
poly_calendar,1
task-docs,0
script-new,0
grimoire-lexer,1
www-26,0
retinastream,1
base_desktop,0
div_tester_18,0
